ts,val,status,severity
'2022-11-25 23:26:05.384101670',-1.462270656,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:05.284591003',-1.457724468,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:05.184642670',-1.459406036,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:05.084531003',-1.472959069,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:04.983729670',-1.475967072,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:04.883281670',-1.465141299,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:04.784501670',-1.455674308,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:04.684523003',-1.458927397,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:04.584172336',-1.469228585,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:04.482993670',-1.466541899,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:04.384205003',-1.470340809,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:04.283880336',-1.472493494,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:04.183903003',-1.476381865,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:04.083034670',-1.468678326,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:03.983716670',-1.464650446,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:03.886947003',-1.463765185,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:03.783689003',-1.470751417,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:03.682810336',-1.472571278,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:03.583596670',-1.470668713,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:03.483332336',-1.467947221,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:03.383382003',-1.469172770,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:03.283566336',-1.467850747,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:03.183565670',-1.471402816,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:03.083609003',-1.461575008,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:02.983151336',-1.478326645,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:02.883110003',-1.474260254,'NO_ALARM','NO_ALARM'
